1CH 1:1	Adam, Seth, Enosh,
1CH 7:14	The sons of Manasseh: Asriel, whom his concubine the Aramitess bore. She bore Machir the father of Gilead.
1CH 7:15	Machir took a wife of Huppim and Shuppim, whose sister’s name was Maacah. The name of the second was Zelophehad; and Zelophehad had daughters.
1CH 7:16	Maacah the wife of Machir bore a son, and she named him Peresh. The name of his brother was Sheresh; and his sons were Ulam and Rakem.
1CH 7:17	The sons of Ulam: Bedan. These were the sons of Gilead the son of Machir, the son of Manasseh.
1CH 7:18	His sister Hammolecheth bore Ishhod, Abiezer, and Mahlah.
1CH 7:19	The sons of Shemida were Ahian, Shechem, Likhi, and Aniam.
1CH 7:20	The sons of Ephraim: Shuthelah, Bered his son, Tahath his son, Eleadah his son, Tahath his son,
1CH 7:21	Zabad his son, Shuthelah his son, Ezer, and Elead, whom the men of Gath who were born in the land killed, because they came down to take away their livestock.
1CH 7:22	Ephraim their father mourned many days, and his brothers came to comfort him.
1CH 7:23	He went in to his wife, and she conceived, and bore a son, and he named him Beriah, because there was trouble with his house.
1CH 7:24	His daughter was Sheerah, who built Beth Horon the lower and the upper, and Uzzen Sheerah.
1CH 7:25	Rephah was his son, and Resheph, and Telah his son, Tahan his son,
1CH 7:26	Ladan his son, Ammihud his son, Elishama his son,
1CH 7:27	Nun his son, and Joshua his son.
1CH 7:28	Their possessions and settlements were Bethel and its towns, and eastward Naaran, and westward Gezer, with its towns; Shechem also and its towns, to Azzah and its towns;
1CH 7:29	and by the borders of the children of Manasseh, Beth Shean and its towns, Taanach and its towns, Megiddo and its towns, and Dor and its towns. The children of Joseph the son of Israel lived in these.
1CH 7:30	The sons of Asher: Imnah, Ishvah, Ishvi, and Beriah. Serah was their sister.
1CH 7:31	The sons of Beriah: Heber and Malchiel, who was the father of Birzaith.
1CH 7:32	Heber became the father of Japhlet, Shomer, Hotham, and Shua their sister.
1CH 7:33	The sons of Japhlet: Pasach, Bimhal, and Ashvath. These are the children of Japhlet.
1CH 7:34	The sons of Shemer: Ahi, Rohgah, Jehubbah, and Aram.
1CH 7:35	The sons of Helem his brother: Zophah, Imna, Shelesh, and Amal.
1CH 7:36	The sons of Zophah: Suah, Harnepher, Shual, Beri, Imrah,
1CH 7:37	Bezer, Hod, Shamma, Shilshah, Ithran, and Beera.
1CH 7:38	The sons of Jether: Jephunneh, Pispa, and Ara.
1CH 7:39	The sons of Ulla: Arah, Hanniel, and Rizia.
1CH 7:40	All these were the children of Asher, heads of the fathers’ houses, choice and mighty men of valor, chief of the princes. The number of them listed by genealogy for service in war was twenty-six thousand men.
1CH 8:1	Benjamin became the father of Bela his firstborn, Ashbel the second, Aharah the third,
1CH 8:2	Nohah the fourth, and Rapha the fifth.
1CH 8:3	Bela had sons: Addar, Gera, Abihud,
1CH 8:4	Abishua, Naaman, Ahoah,
1CH 8:5	Gera, Shephuphan, and Huram.
1CH 8:6	These are the sons of Ehud. These are the heads of fathers’ households of the inhabitants of Geba, who were carried captive to Manahath:
1CH 8:7	Naaman, Ahijah, and Gera, who carried them captive; and he became the father of Uzza and Ahihud.
1CH 8:8	Shaharaim became the father of children in the field of Moab, after he had sent them away. Hushim and Baara were his wives.
1CH 8:9	By Hodesh his wife, he became the father of Jobab, Zibia, Mesha, Malcam,
1CH 8:10	Jeuz, Shachia, and Mirmah. These were his sons, heads of fathers’ households.
1CH 8:11	By Hushim, he became the father of Abitub and Elpaal.
1CH 8:12	The sons of Elpaal: Eber, Misham, and Shemed, who built Ono and Lod, with its towns;
1CH 8:13	and Beriah, and Shema, who were heads of fathers’ households of the inhabitants of Aijalon, who put to flight the inhabitants of Gath;
1CH 8:14	and Ahio, Shashak, Jeremoth,
1CH 8:15	Zebadiah, Arad, Eder,
1CH 8:16	Michael, Ishpah, Joha, the sons of Beriah,
1CH 8:17	Zebadiah, Meshullam, Hizki, Heber,
1CH 8:18	Ishmerai, Izliah, Jobab, the sons of Elpaal,
1CH 8:19	Jakim, Zichri, Zabdi,
1CH 8:20	Elienai, Zillethai, Eliel,
1CH 8:21	Adaiah, Beraiah, Shimrath, the sons of Shimei,
1CH 8:22	Ishpan, Eber, Eliel,
1CH 8:23	Abdon, Zichri, Hanan,
1CH 8:24	Hananiah, Elam, Anthothijah,
1CH 8:25	Iphdeiah, Penuel, the sons of Shashak,
1CH 8:26	Shamsherai, Shehariah, Athaliah,
1CH 8:27	Jaareshiah, Elijah, Zichri, and the sons of Jeroham.
1CH 8:28	These were heads of fathers’ households throughout their generations, chief men. These lived in Jerusalem.
1CH 8:29	The father of Gibeon, whose wife’s name was Maacah, lived in Gibeon,
1CH 8:30	with his firstborn son Abdon, Zur, Kish, Baal, Nadab,
1CH 8:31	Gedor, Ahio, and Zecher.
1CH 8:32	Mikloth became the father of Shimeah. They also lived with their brothers in Jerusalem, near their brothers.
1CH 8:33	Ner became the father of Kish. Kish became the father of Saul. Saul became the father of Jonathan, Malchishua, Abinadab, and Eshbaal.
1CH 8:34	The son of Jonathan was Merib Baal. Merib Baal became the father of Micah.
1CH 8:35	The sons of Micah: Pithon, Melech, Tarea, and Ahaz.
1CH 8:36	Ahaz became the father of Jehoaddah. Jehoaddah became the father of Alemeth, Azmaveth, and Zimri. Zimri became the father of Moza.
1CH 8:37	Moza became the father of Binea. Raphah was his son, Eleasah his son, and Azel his son.
1CH 8:38	Azel had six sons, whose names are these: Azrikam, Bocheru, Ishmael, Sheariah, Obadiah, and Hanan. All these were the sons of Azel.
1CH 8:39	The sons of Eshek his brother: Ulam his firstborn, Jeush the second, and Eliphelet the third.
1CH 8:40	The sons of Ulam were mighty men of valor, archers, and had many sons, and sons’ sons, one hundred fifty. All these were of the sons of Benjamin.
1CH 9:1	So all Israel were listed by genealogies; and behold, they are written in the book of the kings of Israel. Judah was carried away captive to Babylon for their disobedience.
1CH 9:2	Now the first inhabitants who lived in their possessions in their cities were Israel, the priests, the Levites, and the temple servants.
1CH 9:3	In Jerusalem lived of the children of Judah, of the children of Benjamin, and of the children of Ephraim and Manasseh:
1CH 9:4	Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Perez the son of Judah.
1CH 9:5	Of the Shilonites: Asaiah the firstborn, and his sons.
1CH 9:6	Of the sons of Zerah: Jeuel and their brothers, six hundred ninety.
1CH 9:7	Of the sons of Benjamin: Sallu the son of Meshullam, the son of Hodaviah, the son of Hassenuah,
1CH 9:8	and Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephatiah, the son of Reuel, the son of Ibnijah;
1CH 9:9	and their brothers, according to their generations, nine hundred fifty-six. All these men were heads of fathers’ households by their fathers’ houses.
1CH 9:10	Of the priests: Jedaiah, Jehoiarib, Jachin,
1CH 9:11	and Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of God’s house;
1CH 9:12	and Adaiah the son of Jeroham, the son of Pashhur, the son of Malchijah, and Maasai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;
1CH 9:13	and their brothers, heads of their fathers’ houses, one thousand seven hundred sixty; very able men for the work of the service of God’s house.
1CH 9:14	Of the Levites: Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;
1CH 9:15	and Bakbakkar, Heresh, Galal, and Mattaniah the son of Mica, the son of Zichri, the son of Asaph,
1CH 9:16	and Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, who lived in the villages of the Netophathites.
1CH 9:17	The gatekeepers: Shallum, Akkub, Talmon, Ahiman, and their brothers (Shallum was the chief),
1CH 9:18	who previously served in the king’s gate eastward. They were the gatekeepers for the camp of the children of Levi.
1CH 9:19	Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brothers, of his father’s house, the Korahites, were over the work of the service, keepers of the thresholds of the tent. Their fathers had been over Yahweh’s camp, keepers of the entry.
1CH 9:20	Phinehas the son of Eleazar was ruler over them in time past, and Yahweh was with him.
1CH 9:21	Zechariah the son of Meshelemiah was gatekeeper of the door of the Tent of Meeting.
1CH 9:22	All these who were chosen to be gatekeepers in the thresholds were two hundred twelve. These were listed by genealogy in their villages, whom David and Samuel the seer ordained in their office of trust.
1CH 9:23	So they and their children had the oversight of the gates of Yahweh’s house, even the house of the tent, by wards.
1CH 9:24	On the four sides were the gatekeepers, toward the east, west, north, and south.
1CH 9:25	Their brothers, in their villages, were to come in every seven days from time to time to be with them:
1CH 9:26	for the four chief gatekeepers, who were Levites, were in an office of trust, and were over the rooms and over the treasuries in God’s house.
1CH 9:27	They stayed around God’s house, because that duty was on them; and to their duty was its opening morning by morning.
1CH 9:28	Certain of them were in charge of the vessels of service; for these were brought in by count, and these were taken out by count.
1CH 9:29	Some of them also were appointed over the furniture, and over all the vessels of the sanctuary, over the fine flour, the wine, the oil, the frankincense, and the spices.
1CH 9:30	Some of the sons of the priests prepared the mixing of the spices.
1CH 9:31	Mattithiah, one of the Levites, who was the firstborn of Shallum the Korahite, had the office of trust over the things that were baked in pans.
1CH 9:32	Some of their brothers, of the sons of the Kohathites, were over the show bread, to prepare it every Sabbath.
1CH 9:33	These are the singers, heads of fathers’ households of the Levites, who lived in the rooms and were free from other service; for they were employed in their work day and night.
1CH 9:34	These were heads of fathers’ households of the Levites, throughout their generations, chief men. These lived at Jerusalem.
1CH 9:35	Jeiel the father of Gibeon, whose wife’s name was Maacah, lived in Gibeon with
1CH 9:36	his firstborn son Abdon, Zur, Kish, Baal, Ner, Nadab,
1CH 9:37	Gedor, Ahio, Zechariah, and Mikloth.
1CH 9:38	Mikloth became the father of Shimeam. They also lived with their brothers in Jerusalem, near their brothers.
1CH 9:39	Ner became the father of Kish. Kish became the father of Saul. Saul became the father of Jonathan, Malchishua, Abinadab, and Eshbaal.
1CH 9:40	The son of Jonathan was Merib Baal. Merib Baal became the father of Micah.
1CH 9:41	The sons of Micah: Pithon, Melech, Tahrea, and Ahaz.
1CH 9:42	Ahaz became the father of Jarah. Jarah became the father of Alemeth, Azmaveth, and Zimri. Zimri became the father of Moza.
1CH 9:43	Moza became the father of Binea; and Rephaiah his son, Eleasah his son, and Azel his son.
1CH 9:44	Azel had six sons, whose names are these: Azrikam, Bocheru, Ishmael, Sheariah, Obadiah, and Hanan. These were the sons of Azel.
1CH 10:1	Now the Philistines fought against Israel, and the men of Israel fled from before the Philistines, and fell down slain on Mount Gilboa.
1CH 10:2	The Philistines followed hard after Saul and after his sons; and the Philistines killed Jonathan, Abinadab, and Malchishua, the sons of Saul.
1CH 10:3	The battle went hard against Saul, and the archers overtook him; and he was distressed by reason of the archers.
1CH 10:4	Then Saul said to his armor bearer, “Draw your sword, and thrust me through with it, lest these uncircumcised come and abuse me.”
But his armor bearer would not; for he was terrified. Therefore Saul took his sword, and fell on it.
1CH 10:5	When his armor bearer saw that Saul was dead, he likewise fell on his sword, and died.
1CH 10:6	So Saul died with his three sons; and all his house died together.
1CH 10:7	When all the men of Israel who were in the valley saw that they fled, and that Saul and his sons were dead, they abandoned their cities, and fled; and the Philistines came and lived in them.
1CH 10:8	On the next day, when the Philistines came to strip the slain, they found Saul and his sons fallen on Mount Gilboa.
1CH 10:9	They stripped him, and took his head and his armor, and sent into the land of the Philistines all around, to carry the news to their idols, and to the people.
1CH 10:10	They put his armor in the house of their gods, and fastened his head in the house of Dagon.
1CH 10:11	When all Jabesh Gilead heard all that the Philistines had done to Saul,
1CH 10:12	all the valiant men arose, and took away the body of Saul, and the bodies of his sons, and brought them to Jabesh, and buried their bones under the oak in Jabesh, and fasted seven days.
1CH 10:13	So Saul died for his trespass which he committed against Yahweh, because of Yahweh’s word, which he didn’t keep; and also because he asked counsel of one who had a familiar spirit, to inquire,
1CH 10:14	and didn’t inquire of Yahweh. Therefore he killed him, and turned the kingdom over to David the son of Jesse.
1CH 11:1	Then all Israel gathered themselves to David to Hebron, saying, “Behold, we are your bone and your flesh.
1CH 11:2	In times past, even when Saul was king, it was you who led out and brought in Israel. Yahweh your God said to you, ‘You shall be shepherd of my people Israel, and you shall be prince over my people Israel.’”
1CH 11:3	So all the elders of Israel came to the king to Hebron; and David made a covenant with them in Hebron before Yahweh; and they anointed David king over Israel, according to Yahweh’s word by Samuel.
1CH 11:4	David and all Israel went to Jerusalem (also called Jebus); and the Jebusites, the inhabitants of the land, were there.
1CH 11:5	The inhabitants of Jebus said to David, “You will not come in here.” Nevertheless David took the stronghold of Zion. The same is David’s city.
1CH 11:6	David said, “Whoever strikes the Jebusites first shall be chief and captain.” Joab the son of Zeruiah went up first, and was made chief.
1CH 11:7	David lived in the stronghold; therefore they called it David’s city.
1CH 11:8	He built the city all around, from Millo even around; and Joab repaired the rest of the city.
1CH 11:9	David grew greater and greater; for Yahweh of Armies was with him.
1CH 11:10	Now these are the chief of the mighty men whom David had, who showed themselves strong with him in his kingdom, together with all Israel, to make him king, according to Yahweh’s word concerning Israel.
1CH 11:11	This is the number of the mighty men whom David had: Jashobeam, the son of a Hachmonite, the chief of the thirty; he lifted up his spear against three hundred and killed them at one time.
1CH 11:12	After him was Eleazar the son of Dodo, the Ahohite, who was one of the three mighty men.
1CH 11:13	He was with David at Pasdammim, and there the Philistines were gathered together to battle, where there was a plot of ground full of barley; and the people fled from before the Philistines.
